rcc	statistic	p-value	archivo	wilcox_bool	holmsidak_p	holmsidak_bool	bonfer_p	bonfer_bool	fdrbh_p	fdrbh_bool
21	35913340.0	1.169829585501343e-78	8YesLat_UnionPairs	1	0.0	True	3.61477341919915e-76	True	6.95148734461375e-78	True
22	52238843.0	2.0952913541319227e-11	8YesLat_UnionPairs	1	1.8229028286853577e-09	True	6.474450284267641e-09	True	2.9033409346491666e-11	True
23	47407422.0	4.658475022576856e-25	8YesLat_UnionPairs	1	0.0	True	1.4394687819762485e-22	True	7.997048788756936e-25	True
24	53027501.5	9.38997956549398e-10	8YesLat_UnionPairs	1	7.793683021173337e-08	True	2.90150368573764e-07	True	1.278195456272088e-09	True
25	47662168.5	7.263585842092827e-24	8YesLat_UnionPairs	1	0.0	True	2.2444480252066833e-21	True	1.2002395856720232e-23	True
26	55450492.0	1.3532759602825205e-05	8YesLat_UnionPairs	1	0.0007305070129950408	True	0.004181622717272989	True	1.633446373934761e-05	True
27	61045526.5	0.4880881562712905	8YesLat_UnionPairs	0	0.9873241727118018	False	1.0	False	0.4880881562712905	False
28	55342252.0	2.1029644107136227e-07	8YesLat_UnionPairs	1	1.4300057247451647e-05	True	6.498160029105094e-05	True	2.685190094671526e-07	True
29	48890757.5	2.762407441025101e-30	8YesLat_UnionPairs	1	0.0	True	8.535838992767562e-28	True	5.40242974225795e-30	True
30	43648349.5	7.04387312950129e-39	8YesLat_UnionPairs	1	0.0	True	2.1765567970158985e-36	True	1.674274459242999e-38	True
31	49611456.0	6.269749016717147e-18	8YesLat_UnionPairs	1	0.0	True	1.9373524461655986e-15	True	9.54360810919014e-18	True
32	49636630.0	6.698303023409064e-27	8YesLat_UnionPairs	1	0.0	True	2.0697756342334005e-24	True	1.2103951077388309e-26	True
33	59947987.0	0.19660171609444227	8YesLat_UnionPairs	0	0.9625058514364668	False	1.0	False	0.20593196702773783	False
34	38888760.5	7.520742053864605e-67	8YesLat_UnionPairs	1	0.0	True	2.323909294644163e-64	True	3.3679844849915403e-66	True
35	35944899.5	1.3265736357179582e-78	8YesLat_UnionPairs	1	0.0	True	4.099112534368491e-76	True	7.734174593148096e-78	True
36	38400746.0	2.7137586625204077e-64	8YesLat_UnionPairs	1	0.0	True	8.38551426718806e-62	True	1.1331776036740622e-63	True
37	45018861.0	2.7784946955599787e-33	8YesLat_UnionPairs	1	0.0	True	8.585548609280334e-31	True	5.723699072853556e-33	True
38	53987793.0	5.9342485030436265e-08	8YesLat_UnionPairs	1	4.331992153105979e-06	True	1.8336827874404804e-05	True	7.737058174854349e-08	True
39	47099412.5	1.0241856772271033e-25	8YesLat_UnionPairs	1	0.0	True	3.164733742631749e-23	True	1.7779403048492972e-25	True
40	52935034.5	5.322347141848796e-10	8YesLat_UnionPairs	1	4.47077138643337e-08	True	1.644605266831278e-07	True	7.277014455005656e-10	True
41	56183032.5	0.00010442967089420483	8YesLat_UnionPairs	1	0.005000342410234393	True	0.032268768306309294	True	0.0001231632378103408	True
42	34683202.0	1.4262689149959813e-90	8YesLat_UnionPairs	1	0.0	True	4.4071709473375823e-88	True	1.4216680475282524e-89	True
43	31427474.5	2.090453541033743e-108	8YesLat_UnionPairs	1	0.0	True	6.459501441794267e-106	True	6.459501441794267e-107	True
44	35080533.0	8.216989573601346e-84	8YesLat_UnionPairs	1	0.0	True	2.5390497782428157e-81	True	6.1928043371776e-83	True
45	36499435.0	3.7162014599768646e-75	8YesLat_UnionPairs	1	0.0	True	1.148306251132851e-72	True	2.0505468770229483e-74	True
46	41802242.0	4.6477529943487475e-47	8YesLat_UnionPairs	1	0.0	True	1.436155675253763e-44	True	1.2274834831228743e-46	True
47	38881377.0	1.1102956639003319e-61	8YesLat_UnionPairs	1	0.0	True	3.4308136014520254e-59	True	4.3428020271544626e-61	True
48	54834414.0	1.5671613463757175e-06	8YesLat_UnionPairs	1	9.08912984485255e-05	True	0.0004842528560300967	True	1.921638317579749e-06	True
49	46854406.0	5.633248282812036e-27	8YesLat_UnionPairs	1	0.0	True	1.7406737193889192e-24	True	1.0239257172875995e-26	True
